,SOC,SkillChange
184,Chemical Technicians,5.898418984769776
185,Materials Scientists,5.894219127525459
186,Gas Compressor and Gas Pumping Station Operators,5.884441117128068
187,Machine Feeders and Offbearers,5.85280755411708
188,"Therapists, All Other",5.842264536930654
189,Fire Inspectors and Investigators,5.824587822902972
190,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5.790589230007381
191,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",5.782640070099503
192,Hydrologists,5.771761588614475
193,"Entertainers and Performers, Sports and Related Workers, All Other",5.7704439252336375
194,Network and Computer Systems Administrators,5.758897424846428
195,Brickmasons and Blockmasons,5.751130220353446
196,Correspondence Clerks,5.748730469821649
197,Food Cooking Machine Operators and Tenders,5.743935198931703
198,Appraisers and Assessors of Real Estate,5.731877018996057
199,"Wholesale and Retail Buyers, Except Farm Products",5.728929307591355
200,"Earth Drillers, Except Oil and Gas",5.727888547340337
201,Recreational Vehicle Service Technicians,5.71924804098854
202,Floral Designers,5.715274001117658
203,"Telecommunications Equipment Installers and Repairers, Except Line Installers",5.705345289045641
204,"Office Machine Operators, Except Computer",5.7052085076862715
205,"Pourers and Casters, Metal",5.701325966850822
206,"Tax Examiners and Collectors, and Revenue Agents",5.699833749418543
207,Rehabilitation Counselors,5.694774257532549
208,Dental Assistants,5.6798723729904435
209,Etchers and Engravers,5.659312465251225
210,"Construction and Related Workers, All Other",5.658150763029455
211,Statistical Assistants,5.6196671068613
212,Cabinetmakers and Bench Carpenters,5.610315148993715
213,Stonemasons,5.600405679513181
214,Astronomers,5.576975728471817
215,Conservation Scientists,5.550694745740433
216,"Paper Goods Machine Setters, Operators, and Tenders",5.539861664618734
217,"Farmers, Ranchers, and Other Agricultural Managers",5.531631402066701
218,Probation Officers and Correctional Treatment Specialists,5.525509217369662
219,"Physical Scientists, All Other",5.522448831506382
220,Historians,5.521712943285798
221,"Patternmakers, Metal and Plastic",5.5068757069899945
222,Food Scientists and Technologists,5.504124814280594
223,"Communications Equipment Operators, All Other",5.501344082431111
224,Conveyor Operators and Tenders,5.487457178392443
225,"Social Scientists and Related Workers, All Other",5.48600646892374
226,Air Crew Members,5.472319764714829
227,"Fine Artists, Including Painters, Sculptors, and Illustrators",5.469026617516281
228,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",5.456790896159307
229,First-Line Supervisors of Fire Fighting and Prevention Workers,5.45514178075279
230,Veterinary Assistants and Laboratory Animal Caretakers,5.445066793222621
231,Set and Exhibit Designers,5.421395781221355
232,"Radio, Cellular, and Tower Equipment Installers and Repairs",5.414503428449341
233,Court Reporters,5.413254163602269
234,"Securities, Commodities, and Financial Services Sales Agents",5.404308921318051
235,Industrial-Organizational Psychologists,5.396873809859047
236,Computer Network Architects,5.3858444745468965
237,Power Plant Operators,5.372893657399254
238,Slaughterers and Meat Packers,5.370136056822256
239,"Electronics Engineers, Except Computer",5.362890911336862
240,Social Science Research Assistants,5.361263615400417
241,Market Research Analysts and Marketing Specialists,5.338061608511213
242,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",5.337276889413762
243,Geological and Petroleum Technicians,5.324956071493424
244,Shoe and Leather Workers and Repairers,5.320732179752066
245,Jewelers and Precious Stone and Metal Workers,5.305316383343421
246,Computer and Information Systems Managers,5.296660879265914
247,"Office and Administrative Support Workers, All Other",5.295801238178485
248,Private Detectives and Investigators,5.288321850512319
249,Automotive and Watercraft Service Attendants,5.279872132894447
250,Nuclear Engineers,5.27954536900973
251,Economists,5.274097502394459
252,"Healthcare Practitioners and Technical Workers, All Other",5.268483528783041
253,Craft Artists,5.261640333777923
254,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",5.2577153652315785
255,"Airline Pilots, Copilots, and Flight Engineers",5.241108395417962
256,"Computer Occupations, All Other",5.238630805929611
257,Computer Network Support Specialists,5.235698471941865
258,Railroad Conductors and Yardmasters,5.233220928545051
259,"Tool Grinders, Filers, and Sharpeners",5.229677419354828
260,"Home Economics Teachers, Postsecondary",5.228630217519097
261,Statisticians,5.22370876975568
262,"Ushers, Lobby Attendants, and Ticket Takers",5.22037369008263
263,Audio and Video Equipment Technicians,5.2197825701892375
264,First-Line Supervisors of Non-Retail Sales Workers,5.217168079507653
265,Computer Hardware Engineers,5.215074237830216
266,Skincare Specialists,5.20702814774523
267,Microbiologists,5.1821864880547395
268,"Military Officer Special and Tactical Operations Leaders, All Other",5.178784373994159
269,"Designers, All Other",5.171432891020964
270,Pharmacy Aides,5.171344188745609
271,Models,5.170233390013679
272,"Pump Operators, Except Wellhead Pumpers",5.164622817576986
273,Security and Fire Alarm Systems Installers,5.155635287426037
274,"Education Administrators, All Other",5.155458297599073
275,"Media and Communication Equipment Workers, All Other",5.153399668325041
276,"Architecture Teachers, Postsecondary",5.15165204274507
277,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",5.143282773564471
278,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",5.142048391612803
279,Art Directors,5.140987982093156
280,"Health Diagnosing and Treating Practitioners, All Other",5.138514763637519
281,Real Estate Brokers,5.12757782303076
282,Packaging and Filling Machine Operators and Tenders,5.116114710598088
283,Atmospheric and Space Scientists,5.113438861507761
284,"Judges, Magistrate Judges, and Magistrates",5.104857733543225
285,"Psychologists, All Other",5.071015791683346
286,Barbers,5.064361060293478
287,Civil Engineering Technicians,5.062560476085028
288,Biological Technicians,5.043181695117251
289,Petroleum Engineers,5.032241448980656
290,Mechanical Engineering Technicians,5.031420303345105
291,First-Line Supervisors of Food Preparation and Serving Workers,5.018051884959937
292,Zoologists and Wildlife Biologists,5.01489756150926
293,"Transportation Workers, All Other",5.006825531914895
294,Community Health Workers,5.005161953404006
295,"Biological Scientists, All Other",4.989568701195508
296,Curators,4.9765457864119265
297,Urban and Regional Planners,4.969866649730656
298,"Social Sciences Teachers, Postsecondary, All Other",4.959999999999999
299,"Financial Specialists, All Other",4.948911588454441
300,"Business Operations Specialists, All Other",4.937642701497559
301,"Environmental Science and Protection Technicians, Including Health",4.9352274865635675
302,Financial Examiners,4.930251962629389
303,Special Forces,4.929658101615526
304,"Recreation and Fitness Studies Teachers, Postsecondary",4.912310619871277
305,Cargo and Freight Agents,4.901050073141714
306,"Computer, Automated Teller, and Office Machine Repairers",4.896516852945274
307,Anthropologists and Archeologists,4.89124351875127
308,"Information and Record Clerks, All Other",4.883974233917058
309,Surveyors,4.883406063056327
310,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",4.867226750978581
311,Podiatrists,4.865529772217785
312,"Derrick Operators, Oil and Gas",4.862
313,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4.861839868045524
314,Computer Operators,4.844602552994276
315,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,4.836525900822196
316,Order Clerks,4.8364332965821255
317,Proofreaders and Copy Markers,4.823961613064556
318,Chemical Equipment Operators and Tenders,4.817950294651135
319,Helpers--Production Workers,4.790167202433198
320,Fence Erectors,4.789276340457439
321,Emergency Management Directors,4.783283101805155
322,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",4.779045500522564
323,Aerospace Engineers,4.7765813384144264
324,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",4.772328310803883
325,First-Line Supervisors of Personal Service Workers,4.767259042447221
326,Survey Researchers,4.756245021148871
327,Insurance Claims and Policy Processing Clerks,4.72605508674791
328,Metal-Refining Furnace Operators and Tenders,4.723057789496788
329,Forest Fire Inspectors and Prevention Specialists,4.711003025322247
330,Training and Development Managers,4.7085748975236275
331,"Sales and Related Workers, All Other",4.707291651442138
332,"Painting, Coating, and Decorating Workers",4.705090352766311
333,Marketing Managers,4.703412644255816
334,Electrical and Electronics Drafters,4.696110753018813
335,Environmental Engineers,4.694782892456335
336,Respiratory Therapy Technicians,4.69395697460721
337,Film and Video Editors,4.682098085028301
338,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4.663564902363463
339,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",4.658994558317774
340,Personal Financial Advisors,4.63401312502466
341,"Credit Authorizers, Checkers, and Clerks",4.614515582879675
342,Graphic Designers,4.614274278444042
343,Printing Press Operators,4.613967248310348
344,Tire Repairers and Changers,4.6137941593749
345,"Eligibility Interviewers, Government Programs",4.613280909891734
346,"Drafters, All Other",4.612678394973856
347,"Geography Teachers, Postsecondary",4.609523809523811
348,Advertising Sales Agents,4.60717251504042
349,Tile and Marble Setters,4.5983490542796766
350,Driver/Sales Workers,4.5444391359087755
351,Loan Officers,4.544292996918428
352,Occupational Health and Safety Technicians,4.517071822704961
353,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",4.509701200611069
354,Computer Systems Analysts,4.50717939942043
355,Tree Trimmers and Pruners,4.502802084793862
356,Demonstrators and Product Promoters,4.498734256290589
357,Tellers,4.4931490304562685
358,"Tank Car, Truck, and Ship Loaders",4.478385083310465
359,Medical Equipment Repairers,4.47820337179169
360,Command and Control Center Officers,4.47203811101905
361,Boilermakers,4.460498519987531
362,"Insulation Workers, Floor, Ceiling, and Wall",4.458075407224539
363,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",4.456986213881274
364,First-Line Supervisors of Construction Trades and Extraction Workers,4.453150908484046
365,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",4.446460476523393
366,"Life Scientists, All Other",4.429510863427402
367,"Woodworkers, All Other",4.415604538411549
368,Physicists,4.415271071126386
369,"Grinding and Polishing Workers, Hand",4.414250066380017
370,Sailors and Marine Oilers,4.412504119981113
371,Cost Estimators,4.4108905571660175
372,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",4.401503004365785
373,Interpreters and Translators,4.401273453678939
374,Refuse and Recyclable Material Collectors,4.397370228714705
375,Architectural and Engineering Managers,4.39502256309926
376,Dental Hygienists,4.378441801121683
377,Construction Managers,4.3739317252239305
378,Architectural and Civil Drafters,4.371591224011499
379,"Captains, Mates, and Pilots of Water Vessels",4.36324541807111
380,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",4.362641927173586
381,Phlebotomists,4.356617206337322
382,"Electronic Equipment Installers and Repairers, Motor Vehicles",4.355017666069748
383,Sound Engineering Technicians,4.353896608960622
384,Public Relations Specialists,4.353511020483166
385,Detectives and Criminal Investigators,4.352751564332208
386,Pharmacy Technicians,4.350588310428756
387,Medical Assistants,4.35055219119423
388,"Explosives Workers, Ordnance Handling Experts, and Blasters",4.348574675333027
389,Electro-Mechanical Technicians,4.327805064197243
390,"Sales Representatives, Services, All Other",4.322179074497136
391,Mine Shuttle Car Operators,4.316374269005841
392,Graduate Teaching Assistants,4.315763344562048
393,"Umpires, Referees, and Other Sports Officials",4.308328753740002
394,Animal Control Workers,4.305401479976624
395,"Environmental Scientists and Specialists, Including Health",4.3002118423965845
396,Watch Repairers,4.298223771580347
397,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4.287189087616704
398,Adult Basic and Secondary Education and Literacy Teachers and Instructors ,4.273529827906431
399,Industrial Engineers,4.249704904603122
400,Costume Attendants,4.2397451136708755
401,"Camera Operators, Television, Video, and Motion Picture",4.237733083351895
402,"Counselors, All Other",4.235873750785381
403,"Cooks, Fast Food",4.233882806303877
404,"Vocational Education Teachers, Postsecondary",4.229946374916196
405,Travel Guides,4.225569031024876
406,"Life, Physical, and Social Science Technicians, All Other",4.2231471801284135
407,"Legal Support Workers, All Other",4.210031797095074
408,"Insurance Appraisers, Auto Damage",4.201615791141756
409,"Social Work Teachers, Postsecondary",4.1981996215448625
410,"Community and Social Service Specialists, All Other",4.194194606247408
411,Orthodontists,4.1863030678648885
412,Actuaries,4.184985704998178
413,Instructional Coordinators,4.180916251895081
414,Water and Wastewater Treatment Plant and System Operators,4.177893189981053
415,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4.176229609347543
416,Signal and Track Switch Repairers,4.1743132666597
417,Civil Engineers,4.1731837191327115
418,"Geoscientists, Except Hydrologists and Geographers",4.172615741747708
419,Structural Iron and Steel Workers,4.1725894560135055
420,"Agricultural Workers, All Other",4.170570092528104
421,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4.161032738887414
422,Bailiffs,4.158458601173705
423,Political Scientists,4.150077181145617
424,Gaming Surveillance Officers and Gaming Investigators,4.120461639218582
425,Parking Enforcement Workers,4.108842767788168
426,Continuous Mining Machine Operators,4.1080895008605856
427,Electrical and Electronics Engineering Technicians,4.1064745227732224
428,Archivists,4.10604305408587
429,Adhesive Bonding Machine Operators and Tenders,4.1039748953974815
430,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",4.102825884601279
431,Computer User Support Specialists,4.097938309262417
432,Nurse Midwives,4.092751989246139
433,Occupational Therapy Aides,4.087062182517284
434,Radar and Sonar Technicians,4.081667770924306
435,Medical Transcriptionists,4.081345789496932
436,"Computer Science Teachers, Postsecondary",4.070401564562093
437,Medical Records and Health Information Technicians,4.0629299095728895
438,Writers and Authors,4.052478927302768
439,Air Traffic Controllers,4.0437622747403354
440,Armored Assault Vehicle Crew Members,4.041727315685901
441,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",4.040332466578876
442,"Engineering Technicians, Except Drafters, All Other",4.038279749050846
443,First-Line Supervisors of Retail Sales Workers,4.0062685523729
444,Administrative Services Managers,3.9992354230464846
445,Operating Engineers and Other Construction Equipment Operators,3.9975992754143466
446,"Extraction Workers, All Other",3.994756479480955
447,Judicial Law Clerks,3.9933087503658475
448,Dental Laboratory Technicians,3.9897166227989525
449,Compensation and Benefits Managers,3.9885634129161454
450,Materials Engineers,3.985627638688067
451,Helpers--Extraction Workers,3.9807296915944286
452,Travel Agents,3.9790649935559776
453,"Child, Family, and School Social Workers",3.9513109839632152
454,"Cooks, Institution and Cafeteria",3.945146219466911
455,"Title Examiners, Abstractors, and Searchers",3.9423682376965323
456,Crane and Tower Operators,3.9392008897519246
457,Natural Sciences Managers,3.9374647381662853
458,"Law Teachers, Postsecondary",3.9371392834807493
459,Producers and Directors,3.9341547458301664
460,Insurance Sales Agents,3.926428090151655
461,Chemical Engineers,3.9244862994224734
462,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.9231012766161992
463,Tire Builders,3.9147007844652575
464,Locomotive Engineers,3.9139144439296523
465,Editors,3.8981359020294493
466,Millwrights,3.8889762419423675
467,First-Line Supervisors of Police and Detectives,3.888329053506213
468,Radio and Television Announcers,3.8834730091303413
469,"Hairdressers, Hairstylists, and Cosmetologists",3.883070242781463
470,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",3.878052876852852
471,"Engineering Teachers, Postsecondary",3.8745809332524983
472,Telecommunications Line Installers and Repairers,3.873664454978638
473,Childcare Workers,3.8685874972838934
474,"Mining Machine Operators, All Other",3.865728088336802
475,Technical Writers,3.8651148969623503
476,"Medical Scientists, Except Epidemiologists",3.8642669806639818
477,Public Address System and Other Announcers,3.855906057171644
478,Stationary Engineers and Boiler Operators,3.8457263088931266
479,Industrial Production Managers,3.8423974783304997
480,Credit Analysts,3.8365339405419845
481,Word Processors and Typists,3.8260986609959926
482,Logisticians,3.8259327077060115
483,"Maintenance and Repair Workers, General",3.820688866425162
484,Health Educators ,3.8150824825357446
485,"Service Unit Operators, Oil, Gas, and Mining",3.8101377419832176
486,Actors,3.7975727738576874
487,"Production, Planning, and Expediting Clerks",3.7970280412655892
488,"Engineers, All Other",3.7843376793102874
489,"Transportation, Storage, and Distribution Managers",3.7802958494668464
490,Financial Managers,3.779838100608091
491,Artillery and Missile Crew Members,3.7784689793234008
492,Genetic Counselors,3.7771182794056855
493,"Protective Service Workers, All Other",3.764696897698849
494,Butchers and Meat Cutters,3.7492986861458144
495,Electrical Engineers,3.744694425470457
496,Purchasing Managers,3.742695390590269
497,Helpers--Carpenters,3.740714881517477
498,Electrical Power-Line Installers and Repairers,3.736493943111352
499,Chemists,3.731116595308624
500,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3.7307646703107658
501,Couriers and Messengers,3.7245613544639924
502,Correctional Officers and Jailers,3.7225317537944553
503,"Makeup Artists, Theatrical and Performance",3.721377898560203
504,Commercial Pilots,3.7085255616246764
505,Fiberglass Laminators and Fabricators,3.696828219424585
506,"Model Makers, Wood",3.6923076923076863
507,"Political Science Teachers, Postsecondary",3.6904618551339365
508,Recreational Therapists,3.68748592050396
509,"Court, Municipal, and License Clerks",3.6839210024071334
510,"First-Line Supervisors of Mechanics, Installers, and Repairers",3.6831600007576983
511,Ophthalmic Medical Technicians,3.680409709148905
512,Insurance Underwriters,3.675905741201285
513,"Art, Drama, and Music Teachers, Postsecondary",3.673198976332994
514,Public Relations and Fundraising Managers,3.6701491818656438
515,Gaming Supervisors,3.667762136492989
516,First-Line Supervisors of Office and Administrative Support Workers,3.6623069844523757
517,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",3.656349592178471
518,Physical Therapist Aides,3.6462350759861075
519,Library Technicians,3.639462212821081
520,Hearing Aid Specialists,3.624323589639027
521,Tour Guides and Escorts,3.6224157128191927
522,Manicurists and Pedicurists,3.616635721472517
523,"Claims Adjusters, Examiners, and Investigators",3.616442436418468
524,Medical and Clinical Laboratory Technicians,3.6119590048674004
525,Management Analysts,3.611046185298102
526,Mental Health and Substance Abuse Social Workers,3.6103930789995307
527,Aircraft Mechanics and Service Technicians,3.5951515397798945
528,Broadcast Technicians,3.5950389338065945
529,"Mail Clerks and Mail Machine Operators, Except Postal Service",3.5865492106358974
530,"Tailors, Dressmakers, and Custom Sewers",3.581796654908295
531,Real Estate Sales Agents,3.5797166707341774
532,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.5777442585138606
533,Reservation and Transportation Ticket Agents and Travel Clerks,3.5755872639607627
534,Occupational Health and Safety Specialists,3.5715915698924507
535,Construction Laborers,3.5698760149413338
536,Funeral Attendants,3.569843308056699
537,"Compensation, Benefits, and Job Analysis Specialists",3.5662631561771123
538,Security Guards,3.561755790196709
539,"Special Education Teachers, Preschool",3.5566051556090215
540,"Mobile Heavy Equipment Mechanics, Except Engines",3.5525276365018073
541,Budget Analysts,3.5523466565340227
542,Avionics Technicians,3.5521244665646323
