,SOC,SkillChange
543,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",3.5508068965019697
544,Financial Analysts,3.5374323170026925
545,Rail Car Repairers,3.536740300738733
546,"Installation, Maintenance, and Repair Workers, All Other",3.5319290104514134
547,Mechanical Drafters,3.5273451054217206
548,"English Language and Literature Teachers, Postsecondary",3.5261960605685476
549,Mechanical Engineers,3.525462588408929
550,Lodging Managers,3.520955369102846
551,Operations Research Analysts,3.5195457793518194
552,Retail Salespersons,3.518130676608205
553,Chief Executives,3.5142076134363456
554,Telemarketers,3.5136992035731685
555,"Police, Fire, and Ambulance Dispatchers",3.496781573291374
556,"Helpers--Installation, Maintenance, and Repair Workers",3.4938617750360894
557,Sales Managers,3.491976582865189
558,"Coin, Vending, and Amusement Machine Servicers and Repairers",3.4884530132328377
559,Legal Secretaries,3.4812872802736288
560,Industrial Engineering Technicians,3.4714618819216985
561,Upholsterers,3.470288248337022
562,Fundraisers,3.4624050669669275
563,"Transportation Attendants, Except Flight Attendants ",3.4619977428112083
564,Compliance Officers,3.449181612653912
565,Pharmacists,3.449160793056951
566,"Education Administrators, Preschool and Childcare Center/Program",3.446230941009456
567,Construction and Building Inspectors,3.442495428746506
568,"Healthcare Support Workers, All Other",3.4351125066330037
569,"Opticians, Dispensing",3.4297227582344165
570,Procurement Clerks,3.4244289605735125
571,Training and Development Specialists,3.4222496794171553
572,Human Resources Managers,3.421328121345004
573,Home Health Aides,3.416760374848073
574,"Property, Real Estate, and Community Association Managers",3.4166173131849096
575,Cleaners of Vehicles and Equipment,3.4124871049914147
576,Food Preparation Workers,3.4118518409757064
577,"Textile Cutting Machine Setters, Operators, and Tenders",3.411811565220837
578,Credit Counselors,3.4100390313601836
579,"Food Servers, Nonrestaurant",3.407167006194522
580,Riggers,3.401532693067251
581,Parts Salespersons,3.39967391514183
582,Exercise Physiologists,3.3908413582873247
583,Locksmiths and Safe Repairers,3.3877630079374104
584,"Physics Teachers, Postsecondary",3.3829897453069635
585,First-Line Supervisors of Housekeeping and Janitorial Workers,3.3823258584198044
586,Residential Advisors,3.3719303445972755
587,"Interviewers, Except Eligibility and Loan",3.364981898421524
588,Furniture Finishers,3.3574559107333477
589,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",3.3553175082294433
590,"Shipping, Receiving, and Traffic Clerks",3.349533405957993
591,Occupational Therapy Assistants,3.348432803268925
592,Animal Trainers,3.3453769821126254
593,Team Assemblers,3.338087643972529
594,Psychiatric Aides,3.3379041492805626
595,Merchandise Displayers and Window Trimmers,3.3355715093419147
596,Veterinarians,3.333830659508328
597,Firefighters,3.32923381284297
598,General and Operations Managers,3.3280423927662026
599,Healthcare Social Workers,3.3266058156055642
600,Social and Community Service Managers,3.3239397707703646
601,"Sawing Machine Setters, Operators, and Tenders, Wood",3.3190543330351274
602,Billing and Posting Clerks,3.314905776178181
603,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",3.3090296535586794
604,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",3.299082678077482
605,Accountants and Auditors,3.2933832193852424
606,Radiation Therapists,3.292164225213279
607,"Meeting, Convention, and Event Planners",3.2869240816615335
608,First-Line Supervisors of Production and Operating Workers,3.279782791335874
609,Emergency Medical Technicians and Paramedics,3.27441986825825
610,Data Entry Keyers,3.2737311196689305
611,Tool and Die Makers,3.2665279755563086
612,Librarians,3.263720373583767
613,Audiologists,3.258693894147231
614,Substance Abuse and Behavioral Disorder Counselors,3.249885656697211
615,"Meter Readers, Utilities",3.246156992125194
616,Radiologic Technologists ,3.2460520366651933
617,"Layout Workers, Metal and Plastic",3.2368869550322064
618,Electricians,3.2355467535348383
619,Payroll and Timekeeping Clerks,3.2285681584424406
620,Oral and Maxillofacial Surgeons,3.2277906852150364
621,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3.226660011199019
622,"Molders, Shapers, and Casters, Except Metal and Plastic",3.219892801411249
623,"Education, Training, and Library Workers, All Other",3.219408670100616
624,Gaming and Sports Book Writers and Runners,3.21531049758279
625,Massage Therapists,3.214926081160268
626,Industrial Machinery Mechanics,3.2063776132057717
627,Loan Interviewers and Clerks,3.202880099943153
628,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",3.1946957374256075
629,Executive Secretaries and Executive Administrative Assistants,3.186080421898282
630,Prosthodontists,3.1839485012261375
631,Pest Control Workers,3.1821328633161396
632,Human Resources Specialists,3.181402833684851
633,Musicians and Singers,3.1802999250665187
634,Bicycle Repairers,3.178235796514229
635,"Preschool Teachers, Except Special Education",3.1772638363059333
636,Psychiatric Technicians,3.1769575284253326
637,Slot Supervisors,3.169399284536746
638,Electrical and Electronic Equipment Assemblers,3.162185231908143
639,Nurse Anesthetists,3.158175572344629
640,"Loading Machine Operators, Underground Mining",3.1578088021793227
641,Tax Preparers,3.156096373177168
642,Bill and Account Collectors,3.151831342139775
643,Waiters and Waitresses,3.151812340814082
644,Print Binding and Finishing Workers,3.1327017163464252
645,Cashiers,3.130629563364966
646,Farm Equipment Mechanics and Service Technicians,3.128273226269333
647,"Bookkeeping, Accounting, and Auditing Clerks",3.1221103942389887
648,Medical Secretaries,3.121942667250734
649,Marriage and Family Therapists,3.11933883879141
650,Respiratory Therapists,3.1118145746726595
651,File Clerks,3.095168166741631
652,Dietitians and Nutritionists,3.0941754065692595
653,"Hotel, Motel, and Resort Desk Clerks",3.0892807644982807
654,Helpers--Electricians,3.089113896774549
655,Maids and Housekeeping Cleaners,3.0838561691909967
656,"Managers, All Other",3.079588373255999
657,"Coil Winders, Tapers, and Finishers",3.069210624766181
658,"Social Workers, All Other",3.0682961590801088
659,Athletic Trainers,3.054601749552921
660,Automotive Service Technicians and Mechanics,3.0393578031226034
661,"Teachers and Instructors, All Other",3.0361416004364465
662,"Office Clerks, General",3.031554244087427
663,Nuclear Medicine Technologists,3.0284857862871823
664,Optometrists,3.0241836725298428
665,"Gaming Service Workers, All Other",3.018093171729264
666,Social and Human Service Assistants,3.017123363266033
667,Medical and Health Services Managers,3.0124639096463968
668,Sheet Metal Workers,3.003322888698139
669,"Education Administrators, Postsecondary",2.998009045223609
670,Motorcycle Mechanics,2.9961405523639404
671,Concierges,2.9930784717472307
672,Reporters and Correspondents,2.9847920013011944
673,Stock Clerks and Order Fillers,2.9822532593645756
674,"Packers and Packagers, Hand",2.977254967497373
675,"Directors, Religious Activities and Education",2.9713964799046213
676,"Communications Teachers, Postsecondary",2.962809164096597
677,Customer Service Representatives,2.9600111216561413
678,Bakers,2.959060775368155
679,Lawyers,2.9449158836054132
680,"Cooks, Short Order",2.926872055848201
681,"Educational, Guidance, School, and Vocational Counselors",2.926455936489436
682,Agricultural Equipment Operators,2.919694614381701
683,"Library Assistants, Clerical",2.9182917127337586
684,"Career/Technical Education Teachers, Secondary School",2.916440224449998
685,"History Teachers, Postsecondary",2.902906726372532
686,Gaming Cage Workers,2.90287984496124
687,Telephone Operators,2.9007555161123486
688,Personal Care Aides,2.89388418366231
689,Chefs and Head Cooks,2.881392935982451
690,"Cutting and Slicing Machine Setters, Operators, and Tenders",2.8762770997992044
691,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",2.8696870133567947
692,Medical and Clinical Laboratory Technologists,2.8504521616945153
693,Nursing Assistants,2.8442545542683746
694,Paralegals and Legal Assistants,2.836337971405775
695,"Computer-Controlled Machine Tool Operators, Metal and Plastic",2.8334128657207875
696,Amusement and Recreation Attendants,2.8330350761468748
697,"Human Resources Assistants, Except Payroll and Timekeeping",2.8124930388365352
698,"Switchboard Operators, Including Answering Service",2.8114407534133052
699,Speech-Language Pathologists,2.8033087971751063
700,"Anthropology and Archeology Teachers, Postsecondary",2.799452442030632
701,Air Crew Officers,2.792339052148803
702,Mechanical Door Repairers,2.79129512717326
703,"Health Technologists and Technicians, All Other",2.789579434939274
704,Excavating and Loading Machine and Dragline Operators,2.7803670515707006
705,Physical Therapist Assistants,2.7589163742601
706,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2.7585981944498212
707,"Health Specialties Teachers, Postsecondary",2.757490762694
708,Carpet Installers,2.7568251426422417
709,Physician Assistants,2.748038931872557
710,Carpenters,2.7450871652376354
711,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2.74344965019815
712,Licensed Practical and Licensed Vocational Nurses,2.739891627779585
713,Dietetic Technicians,2.737292475065283
714,Laundry and Dry-Cleaning Workers,2.7372894132686905
715,Automotive Body and Related Repairers,2.732177734506425
716,"Combined Food Preparation and Serving Workers, Including Fast Food",2.7271839947179553
717,Magnetic Resonance Imaging Technologists,2.7226012598740055
718,Teacher Assistants,2.722008147012484
719,"Locker Room, Coatroom, and Dressing Room Attendants",2.7129379780909595
720,Cardiovascular Technologists and Technicians,2.7123306877245796
721,Food Batchmakers,2.708437305486499
722,"Paving, Surfacing, and Tamping Equipment Operators",2.687684503086129
723,Fitness Trainers and Aerobics Instructors,2.661986054252612
724,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",2.657092976328073
725,Bridge and Lock Tenders,2.65512948136054
726,"Education Administrators, Elementary and Secondary School",2.6395206039924117
727,Nonfarm Animal Caretakers,2.63671521270433
728,Mental Health Counselors,2.6334062951394106
729,Roofers,2.629832712839783
730,Segmental Pavers,2.629504137985181
731,"Dispatchers, Except Police, Fire, and Ambulance",2.6278846639441746
732,Nurse Practitioners,2.625187579930597
733,"Floor Layers, Except Carpet, Wood, and Hard Tiles",2.6167694873415765
734,Dishwashers,2.60609381287809
735,Medical Equipment Preparers,2.599787960861806
736,Machinists,2.595887525723115
737,"Clinical, Counseling, and School Psychologists",2.5904601636185793
738,Mine Cutting and Channeling Machine Operators,2.5890685489938505
739,Crossing Guards,2.5888980437425384
740,Surgical Technologists,2.582370094312294
741,Motorboat Mechanics and Service Technicians,2.5801254381300907
742,"Dentists, All Other Specialists",2.571159961532266
743,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2.5545064396176125
744,Diagnostic Medical Sonographers,2.54957379099029
745,Police and Sheriff's Patrol Officers,2.5386707849433483
746,"Education Teachers, Postsecondary",2.533054369885774
747,Glaziers,2.529225312415985
748,Surgeons,2.5285652775200966
749,"Economics Teachers, Postsecondary",2.522624767217519
750,"Plumbers, Pipefitters, and Steamfitters",2.5206467489906514
751,"Production Workers, All Other",2.51800411789404
752,Photographers,2.506586069259437
753,"Business Teachers, Postsecondary",2.5015376523014052
754,"Nursing Instructors and Teachers, Postsecondary",2.4956527254957344
755,"Personal Care and Service Workers, All Other",2.4397385460115975
756,Physical Therapists,2.4372174648481026
757,Clergy,2.4270585067022785
758,Dancers,2.4093244787405133
759,Gaming Dealers,2.396901323416745
760,Occupational Therapists,2.3949227259982995
761,Orderlies,2.3876904481282417
762,"Dentists, General",2.3858758373922604
763,"Foreign Language and Literature Teachers, Postsecondary",2.367865647065346
764,"Welders, Cutters, Solderers, and Brazers",2.3297616169013704
765,"Special Education Teachers, Middle School",2.3286318330094664
766,"Motor Vehicle Operators, All Other",2.3242144681911836
767,Light Truck or Delivery Services Drivers,2.3205251131548574
768,Registered Nurses,2.309369313917162
769,Cement Masons and Concrete Finishers,2.301662534642672
770,Sewing Machine Operators,2.298713130916553
771,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.295050364695886
772,"Biological Science Teachers, Postsecondary",2.2806106100056436
773,"Laborers and Freight, Stock, and Material Movers, Hand",2.261316250870528
774,"Physicians and Surgeons, All Other",2.2585765405311453
775,Receptionists and Information Clerks,2.2578480804694787
776,Obstetricians and Gynecologists,2.246438921850496
777,Infantry,2.2445327731816613
778,"Cooks, Restaurant",2.239886056911637
779,Anesthesiologists,2.227798736327712
780,Recreation Workers,2.2201574822870405
781,"Elementary School Teachers, Except Special Education",2.2116887299578942
782,Psychiatrists,2.2036350036642776
783,Taxi Drivers and Chauffeurs,2.188845218786225
784,Self-Enrichment Education Teachers,2.1817914795630577
785,Baggage Porters and Bellhops,2.1692040984150047
786,"Chemistry Teachers, Postsecondary",2.162228322085219
787,"Special Education Teachers, Kindergarten and Elementary School",2.1577303099163117
788,Bartenders,2.155590477981735
789,Parking Lot Attendants,2.1493243262850945
790,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2.127641369754852
791,Industrial Truck and Tractor Operators,2.126478527538875
792,"Sociology Teachers, Postsecondary",2.1238297429024366
793,Family and General Practitioners,2.117722784993874
794,"Pediatricians, General",2.103650349133383
795,Dining Room and Cafeteria Attendants and Bartender Helpers,2.0886593552292148
796,"Food Preparation and Serving Related Workers, All Other",2.088239030780958
797,Landscaping and Groundskeeping Workers,2.0841422574856097
798,Coaches and Scouts,2.0498305771345
799,"Special Education Teachers, All Other",2.0029688740994964
800,"Pressers, Textile, Garment, and Related Materials",1.9981593352957057
801,"Kindergarten Teachers, Except Special Education",1.964855186922087
802,"Internists, General",1.954991388480648
803,Music Directors and Composers,1.9519985362937622
804,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1.8941513932335146
805,"Mathematical Science Teachers, Postsecondary",1.8654244786858927
806,"Middle School Teachers, Except Special and Career/Technical Education",1.8316792320057873
807,"Postsecondary Teachers, All Other",1.7902525998808347
808,"Psychology Teachers, Postsecondary",1.7422189396868868
809,"Painters, Construction and Maintenance",1.713601582161453
810,Drywall and Ceiling Tile Installers,1.6326116407047857
811,"Philosophy and Religion Teachers, Postsecondary",1.6206953838851348
812,"Bus Drivers, Transit and Intercity ",1.6009232576985624
813,"Secondary School Teachers, Except Special and Career/Technical Education",1.5947046972182046
814,Heavy and Tractor-Trailer Truck Drivers,1.540188998544127
815,First-Line Supervisors of Weapons Specialists/Crew Members,1.333333333333333
816,"Bus Drivers, School or Special Client ",1.3270419705006684
817,"Roof Bolters, Mining",1.235294117647058
818,Tapers,1.2142857142857133
819,Paperhangers,1.1261770244821088
