0	-4.8138995	0.9127604
1	-16.947475	5.2587433
2	-8.444729	-2.922715
3	-2.1208222	-5.7296605
4	-9.914422	3.7396383
5	-0.14335765	-3.1581829
6	-6.493025	3.3285737
7	-12.541273	11.492598
8	13.300904	0.4727714
9	-13.540538	0.8083466
10	-13.01491	3.621283
11	-15.970041	6.293942
12	-7.645863	7.2697215
13	-3.262701	-12.541468
14	-6.6905947	10.133588
15	7.7260284	-4.7097754
16	16.292488	-1.539595
17	-10.584014	5.902928
18	11.656075	10.188422
19	9.155619	8.781921
20	-13.137498	-0.24203482
21	-4.7564983	-4.280249
22	13.546761	0.62629515
23	-6.3837986	-12.758199
24	11.485268	-9.62989
25	6.928374	-11.878282
26	7.1680565	2.4481301
27	2.2266345	10.95911
28	3.4089642	-9.680361
29	-5.376363	-9.976009
30	-13.836546	-5.371855
31	10.102904	11.726161
32	10.679321	-7.0978303
33	-4.1879478	-6.9819236
34	15.397875	4.3453846
35	1.5242794	1.3266878
36	-10.744938	-8.482577
37	-9.457166	0.21491674
38	-18.722956	-0.4586095
39	7.1503944	10.310083
40	10.483485	7.2509294
41	-9.710092	-9.437295
42	-13.623149	10.247913
43	-7.889591	-9.56037
44	-3.8556852	12.779083
45	12.853374	-6.970202
46	-5.4396715	8.840019
47	-4.086264	3.2707775
48	7.6612625	5.148351
49	-10.225802	12.045881
50	-0.4519338	3.895536
51	-5.8407845	11.195561
52	-12.529125	12.21865
53	-4.8005137	12.608726
54	-10.753152	-3.227056
55	-5.7434373	10.689478
56	11.53136	9.3008795
57	-13.639132	6.678562
58	-19.048306	-7.2373385
59	-15.189342	6.6808968
60	-10.416233	7.4360576
61	10.521938	2.6318269
62	1.0544792	-11.781168
63	-14.336082	-5.335123
64	14.547791	-4.5673175
65	-4.4509254	-2.108233
66	-0.6745087	-11.542362
67	10.006748	12.966691
68	7.227178	-3.836506
69	-16.225237	3.702245
70	-7.4469457	6.372455
71	11.30538	-6.733301
72	-6.1807404	8.925153
73	-9.88051	0.40092254
74	-7.1685963	12.690763
75	10.114028	10.093887
76	-11.645648	1.6612672
77	0.25238478	7.2380433
78	-10.910501	5.5029926
79	2.7432451	6.909099
80	-4.823173	-7.2124305
81	16.451687	-3.2767134
82	8.903345	-7.0849447
83	-17.264484	6.5643907
84	11.070634	-3.672286
85	-8.542684	0.8561412
86	8.359386	5.2139215
87	-3.8000276	8.996191
88	-17.570965	9.762546
89	-3.651952	-9.658782
90	-9.150582	-1.304095
91	5.793283	7.4450274
92	7.396858	1.8935328
93	16.282293	-1.9502773
94	-5.176389	-2.8971672
95	-1.7292087	-4.804722
96	0.63297945	-8.538824
97	-13.795771	4.492336
98	-17.749956	0.6406924
99	-5.5886965	6.5929813
100	-0.9992442	1.3905222
101	3.0699308	-6.1358724
102	-3.408571	-12.975501
103	6.829336	-11.941584
104	-15.466952	7.777822
105	-5.211629	-0.1937837
106	-15.688393	-2.3354073
107	15.86784	-7.667446
108	-11.466873	-0.14752802
109	6.84557	9.883693
110	-17.408386	3.2006552
111	-14.048735	3.0755098
112	4.6651716	-2.2286868
113	-0.91536796	-10.498041
114	-14.5360775	11.07856
115	-8.546865	1.9391147
116	-13.8314085	2.1981874
117	11.162224	5.9966216
118	9.054385	-8.870038
119	-6.8254766	-8.6993475
120	4.3271194	-7.143694
121	11.70629	-3.6933434
122	-13.024151	5.237806
123	-4.1601176	-10.28687
124	2.457655	10.285294
125	11.926452	-4.8759537
126	-19.63787	7.940521
127	-11.074018	-3.9836965
128	0.28934756	-7.960072
129	-19.094639	-1.764973
130	-11.8099785	-1.405625
131	-14.03494	-2.3440998
132	1.7634062	4.7583065
133	3.5830963	-0.842239
134	-8.036039	-0.34237897
135	7.169747	-5.5240917
136	-12.617837	8.121285
137	0.26201466	5.75012
138	-14.256373	-6.997629
139	-18.260427	7.1299734
140	5.257343	3.1719863
141	8.125725	9.047729
142	3.6022243	-13.023092
143	7.269087	-9.19066
144	15.169164	-6.195435
145	-0.027499773	-4.1284785
146	-9.335925	-3.8112829
147	11.044909	11.009103
148	-6.281782	-8.375182
149	3.8165183	6.1500173
150	-4.871449	2.2196095
151	7.050623	-1.2798907
152	8.119632	0.5979429
153	2.3656442	-7.709234
154	4.123513	-1.5784376
155	-18.01599	10.505281
156	-15.915131	-0.8138703
157	-19.051928	-3.6164248
158	-8.70103	10.204214
159	8.117692	7.104827
160	10.449074	-12.006658
161	8.906806	-5.287517
162	-3.646064	0.83088046
163	-3.4330504	16.429686
164	5.3465905	10.843007
165	12.6222315	-1.486553
166	1.405708	11.882059
167	-0.9206492	4.381472
168	-19.353228	5.9477863
169	8.261249	-0.66377205
170	2.139212	1.5801686
171	-0.481966	7.411359
172	7.8303022	-7.3441935
173	2.2509596	-5.429696
174	-0.36964008	-14.035293
175	-0.69660866	-12.878622
176	-18.295511	-5.7783628
177	9.708628	-8.259773
178	8.262164	11.384661
179	-1.1071086	3.194366
180	4.5794287	2.395027
181	3.1793864	7.580215
182	-15.265018	1.0509105
183	-15.161714	5.311311
184	-6.440133	-12.939307
185	13.679372	-5.61518
186	10.826869	-2.6885676
187	4.8018107	10.471834
188	2.3149357	4.603395
189	-15.278787	3.3086174
190	5.7851796	9.184922
191	-9.572682	10.104502
192	-0.45043033	-9.664319
193	8.680423	-9.382929
194	12.64818	-8.83475
195	-3.4706104	16.407162
196	-1.0358424	-0.262412
197	11.029525	8.304596
198	-3.564724	10.639752
199	-13.486525	8.824878
200	5.4406376	13.050952
201	1.6573092	6.9639635
202	3.630599	-10.321252
203	1.4374365	-4.9511557
204	11.942243	-7.9326553
205	-20.169127	2.553497
206	8.447188	13.134957
207	9.403549	-11.508847
208	-15.774742	-4.8164096
209	10.743156	2.6652865
