Key,xTSNE,yTSNE
Motion Picture Projectionists,-9.210733,-9.8541
Podiatrists,24.576458,-25.951784
Museum Technicians and Conservators,-7.938097,3.5895283
Parking Enforcement Workers,1.478946,-11.8603525
Soil and Plant Scientists,-3.4914322,8.670078
Chemical Equipment Operators and Tenders,-18.743479,2.3753188
"Umpires, Referees, and Other Sports Officials",4.0089054,-4.4999123
Costume Attendants,-15.744076,-6.052195
Genetic Counselors,17.038937,-20.271864
Real Estate Brokers,6.991662,1.0523431
"Psychologists, All Other",20.242971,-17.311556
"Anthropology and Archeology Teachers, Postsecondary",23.007172,-2.687315
Veterinary Assistants and Laboratory Animal Caretakers,18.281628,-25.892143
Hearing Aid Specialists,11.644458,-11.275305
Forest and Conservation Technicians,1.156521,9.798594
"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",-24.096476,5.156952
"Dentists, All Other Specialists",27.43775,-26.00092
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-18.212486,7.897861
"Logging Workers, All Other",-20.593508,13.316324
"Special Education Teachers, Secondary School",13.877801,-10.367684
Airfield Operations Specialists,5.0476193,1.0005058
"Insulation Workers, Floor, Ceiling, and Wall",-31.498999,15.09574
"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-27.540468,4.61353
"Patternmakers, Metal and Plastic",-16.905256,5.7297916
Upholsterers,-23.25601,6.885479
Plasterers and Stucco Masons,-24.30258,10.047626
Foresters,1.914692,9.713038
Tire Builders,-22.912167,4.6225953
Cartographers and Photogrammetrists,6.5006504,12.890628
Ophthalmic Laboratory Technicians,-22.217937,-4.825472
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",-27.624687,5.8955235
Signal and Track Switch Repairers,-20.463717,17.619415
"Agents and Business Managers of Artists, Performers, and Athletes",4.7281294,-2.0952172
Nurse Midwives,25.119251,-29.498316
"Coin, Vending, and Amusement Machine Servicers and Repairers",-11.792495,-4.926118
Fallers,-12.178208,7.432889
"Helpers, Construction Trades, All Other",-30.603333,16.812963
"Floor Layers, Except Carpet, Wood, and Hard Tiles",-10.053536,-2.9409957
"Recreation and Fitness Studies Teachers, Postsecondary",15.204309,-7.9984894
"Pump Operators, Except Wellhead Pumpers",-19.446205,6.7927465
"Ushers, Lobby Attendants, and Ticket Takers",-12.091512,-7.466647
"Meter Readers, Utilities",-13.150081,11.222532
"Tank Car, Truck, and Ship Loaders",-20.741812,-0.63606435
"Layout Workers, Metal and Plastic",-34.070137,7.784079
Nuclear Technicians,-13.788912,13.298505
Gas Plant Operators,-18.604042,6.7876945
Engine and Other Machine Assemblers,-31.863678,7.8974347
"Political Science Teachers, Postsecondary",22.499218,-4.061199
Structural Metal Fabricators and Fitters,-29.296352,5.045684
Furniture Finishers,-20.534916,7.520743
Agricultural Equipment Operators,-14.382302,6.394011
"Sawing Machine Setters, Operators, and Tenders, Wood",-24.478127,2.6497571
"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",-21.769236,20.998255
"Religious Workers, All Other",13.757073,-16.595589
Agricultural Inspectors,13.03083,-6.113926
Pipelayers,-30.303816,19.091433
Craft Artists,-31.28952,10.347607
"Rotary Drill Operators, Oil and Gas",-17.328821,10.182576
"Environmental Science Teachers, Postsecondary",0.47933507,8.490596
Riggers,-21.293816,14.353452
Slaughterers and Meat Packers,-18.397987,-3.549293
"Career/Technical Education Teachers, Middle School",14.600771,14.036158
Locomotive Engineers,-22.84679,3.144982
"Plant and System Operators, All Other",-15.82473,9.61506
Textile Bleaching and Dyeing Machine Operators and Tenders,-20.173712,4.5335608
Musical Instrument Repairers and Tuners,-9.72237,-2.2392838
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",-28.631529,19.52962
"Textile Cutting Machine Setters, Operators, and Tenders",-28.722246,6.0688148
"Model Makers, Metal and Plastic",-29.935755,6.253554
"Information and Record Clerks, All Other",0.25168687,-6.999119
Forensic Science Technicians,3.3763335,-13.804551
Fabric and Apparel Patternmakers,-0.3450336,-6.7805963
First-Line Supervisors of Correctional Officers,16.433765,-15.131656
"Airline Pilots, Copilots, and Flight Engineers",-8.467645,17.208002
"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",-21.655792,4.5142064
"Graders and Sorters, Agricultural Products",-5.3114924,8.958027
"Communications Equipment Operators, All Other",9.041352,-2.789801
Etchers and Engravers,-21.335567,6.278278
Bailiffs,12.96443,-14.366224
"Administrative Law Judges, Adjudicators, and Hearing Officers",4.990112,0.24150254
